textID,text,selected_text,sentiment
ff0d8560af, Not had an offer like that for a while,Not had an offer like that for a while,neutral
7b04cd0f6e, thanks gail  imma try this one day! looks yummy! geezzz. after my siargao trip nlng pla. heheh.,! looks yummy,positive
5829ed3e4a," I work with drunk golfers, it can be exciting! It wasn`t bad  Yours, sir?",exciting!,positive
a8fb2e4763, - I did see it...looks so retro!   I wouldn`t say no to rerecordings...fans LOVED Given One Change.  You have CS Fans!,- I did see it...looks so retro!   I wouldn`t say no to rerecordings...fans LOVED Given One Change.  You have CS Fans,neutral
e844d51a56,****....game starts in 30 min!!,****....game starts in 30 min!!,negative
fbb9cc0147,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,Sleeping on the streets of nyc for a celebrity...nothing new. Wish i had a huge blanket though,neutral
6faa09a54a,Feeling so low and depressed that I`m not on holiday,depressed,negative
9707b0fc9a,    Now I feel left out...  All alone in AZ...lol,Now I feel left out...  All alone in AZ...,neutral
1dec7920ea,missed iron chef,missed,negative
93000a69d3,Drinking coffee....MMMMM.....coffee,Drinking coffee....MMMMM.....coffee,neutral
d330604d86,  they are a long way from the sea  unless they came from Gloucester docks.,they are a long way from the sea  unless they came from Gloucester docks.,neutral
4c41a35a2a,Happy Mothers day to all you Mums out there,Happy Mothers day to all you Mums out there,positive
d30a986a62,I can`t **** concentrate with this **** heat!  Cooler is so not doing it`s job.,****,negative
5f4f71100b,got 1 after school detention. 2 lunch times and if i dont go to them. i will get 2 more after schools,detention.,negative
886ac94d0b,"_ I`m good thanks! Did you have a good drive? Careful with your blackberry, we don`t want you getting screamed at","I`m good thanks! Did you have a good drive? Careful with your blackberry,",positive
cf7f890407,woken up by a bacon and egg sandwich in bed - man I have good housemates,good,positive
ec45e7ac3b,needs to mug for Chinese A`s but doesn`t feel like it.,doesn`t feel,negative
9f43ae8ba8," yeah, its super **** today   Stupid writing!  ugh","yeah, its super **** today   Stupid writing!",negative
ba76e2a650,Time ticking by sooo sloooooooooowlyyyyyyyyyyyyy,sloooooooooowlyyyyyyyyyyyyy,negative
7ab6fa953a, But I am with you... I hate doing it... can`t we just make music and magically not have to worry about money  awe... sigh...LOL,But I am with you... I hate doing it... can`t we just make music and magically not have to worry about money  awe... sigh...LOL,neutral
f3bd26a6ff, what happened? I missed 4 hours of updates,what happened? I missed 4 hours of updates,neutral
c121688561,My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!,My goodness! I go single and **** goes crazy! Haha. **** this. I like being single too much. I do what I want...holla!,positive
f9d3b11eae,i wish i could take my pillow to school. dead serious.,i wish i could take my pillow to school. dead serious.,neutral
97e3a41928, haha so the whole worlds there then lol,haha so the whole worlds there then lol,neutral
10da9cdaaa," Pixies - Number 13 gives me such an energy rush. They are playing a festival close to me in June, but work won`t me me go",energy,positive
9febd5ba64,_always3 okay well thank you you are so beautiful too,thank,positive
2f6dcb7cd8,"It`s great to be home! Temp is chill, cat is great and I feel awesome",great,positive
04b878ae01,I want Dec to be my dad,I want Dec to be my dad,neutral
643be70c16,"just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!  im lame!","just watched terminator 2 and i cried, Its the one movie that makes me cry for some reason when arnie dies!",negative
e0c90c9aae, I think i`m falling in love with you!!  **** #iloveyou,I think i`m falling in love with you!!  **** #iloveyou,positive
1610be644a,It figures. It starts raining as I am freed from work,freed,positive
0152a32345, Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,Boo  well its good fun tho.. sucks if u cant get cards.. I finished 10th in last nights #tpt I took  out LOL,neutral
6d4f0bd457,_98 Kevin can`t leave work until 2,Kevin can`t leave work until 2,neutral
653f297663,"Just been bitten by SmoothStreaming, it doesn`t seem to work for my client`s linux users...fan-fricking-tastic",doesn`t seem to work,negative
374ae24d75," fantastic, love all things Krautrock","fantastic,",positive
408c475b5a,"Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day","Good morning!! Gonna clean the house a bit, then maybe clean some more, then do nothing for the rest of the day",neutral
3c320aae1a,Well it`s after 6 and i didn`t get a call back  oh well,Well it`s after 6 and i didn`t get a call back  oh well,neutral
a3736b0a78," Yeah, I think you`re hyper enough girly.","Yeah, I think you`re hyper enough girly.",neutral
3ef77b3fa0, in the sun and changing my default icon just for you  what`re your plans?,in the sun and changing my default icon just for you  what`re your plans?,neutral
9650818acc,i hella wanted a sausage mcmuffin but when i gt there breakfast was over,i hella wanted a sausage mcmuffin but when i gt there breakfast was over,neutral
2516254729,weekend along with the summer is here so why do I feel sad?,sad?,negative
0040f2c57e, well u weren`t around 2 twit,well u weren`t around 2 twit,neutral
e2bb0b25df,is terrible at saving money..,terrible,negative
fefc0ed9f0, wow.???? ??????,wow.,neutral
c72e421fd4," Hey did you get any more info about your graduation? And I think my mom`s gonna let me go to CP, if you guys still wanna go!","Hey did you get any more info about your graduation? And I think my mom`s gonna let me go to CP, if you guys still wanna go!",neutral
67f4af6814,my birthday is in 2 days,my birthday is in 2 days,neutral
ad95cc6f43,happy mother`s day everyone,happy,positive
786437f978, opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,opps try that again the keyboard is all back to front  Mac to PC and back madness really Chef,neutral
2a6207dc5a,"Got me a dark red hair dye, going to get some bleach","Got me a dark red hair dye, going to get some bleach",neutral
bd0d46246a, oh @ work? poor boy,poor boy,negative
b0de7d39df," Planet Fitness on Van Wyck, keep hearing all the homies tell me bout it, plus its close to the hood, u know my lazzzy ****!",lazzzy ****!,negative
5da55949f3, I`m bummed...you`re gonna be only 30 minutes from me on Sunday & I can`t come hear ya.,I`m bummed.,negative
454ea2153b," I was going to go on Sunday, but now I`ve got too much going on that weekend","I was going to go on Sunday, but now I`ve got too much going on that weekend",neutral
72e22a4404,"Ah, the bank holiday shift at work. What fun","Ah, the bank holiday shift at work. What fun",negative
26b75c35a9," shame I dont still have my 286 compaq portable, which was really anything but portable LMAO, last tweet 4 now, toodle pip",shame,negative
87a5e24d13, Bye!! Great meeting you!,Great meeting you!,positive
bc45ff21ac,Bom dia! Good Morning! Guten Morgen! I am returning to Twitter!,Good Morning!,positive
3cf1b6648e, Tat PsP! Its ma fathers name. Hw did it end up in ma userid? Long story..  `vishnupsp` is ma user id for almost all sites.,Tat PsP! Its ma fathers name. Hw did it end up in ma userid? Long story..  `vishnupsp` is ma user id for almost all sites.,neutral
133d834d4a,waiting for the last video to be rendered. while watching episode 11,rendered.,positive
1cc2f519ce, automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,automated ****-downloader would have to know which **** you like. youporn has this new recommendation feature,neutral
492959359d,_navarro I wish this area offered chinese food delivery,wish,positive
9af73e9e0c,At an art party. No crazy artists as such. Bit padestrian. No skanking,At an art party. No crazy artists as such. Bit padestrian. No skanking,neutral
f3a9b9a3f8,this week has been fun...i hope next week will be even better  NYC in 19 days,has been fun..,positive
1c4932337a," It happened to me the other day (customer asked me to ship to her work address), I sent her another one","It happened to me the other day (customer asked me to ship to her work address), I sent her another one",neutral
8def14ecb6,"wakey wakey lemon shakeyyyy!  haha, goin` 2 schooliooo!  it`s raining!! (ugh!) guess where I WISH I CAN BE RIGHT NOW....CaLiFoRNiA! ???",I WISH,positive
44805fe3d4,"17 things to do, the last thing on my mind is cleaning up everyone`s cake mess",last thing on my mind,negative
2d882d5270, womp womp woooomp!,womp womp woooomp!,positive
1ab146d8c9, *points at Facebook message*,*points at Facebook message*,neutral
263460b27b, company policy. Has been for the last two places I`ve worked at,company policy. Has been for the last two places I`ve worked at,neutral
3402ecb913,Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy',Great long-weekend so far   Going for a run now - no Judo tonight  Then off to Blue Water for some 'Retail Therapy',neutral
638cc1247f,_mar_mey I want cake  is it chocolate!??,_mar_mey I want cake  is it chocolate!??,neutral
e136c0f2af, whens the sway sway winner announced?,whens the sway sway winner announced?,neutral
69d50d18c0, Don`t think you would be happy if you were...,happy,positive
29f930208a, I think I have some tea somewhere. It`s probably old though.,I think I have some tea somewhere. It`s probably old though.,neutral
5889759913, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,y nice,positive
ffc2d1db72,whew finally got in to RC..,whew finally got in to RC..,positive
8560ce3f2e, Hey,Hey,neutral
e4f3f728de,"Eh, I`ve had better. I`m excited to see ryan hurley tomorrow",excited,positive
e6eb0f8e54,Ok that **** duet was hysterical LOL,hysterical,positive
8415de9c08, 1. i dont  2. LMFAO I WONDER.,1. i dont  2. LMFAO I WONDER.,neutral
c23e9932f1,Morning everybody,Morning everybody,neutral
503a362985, we won`t be home till like next month,we won`t be home till like next month,neutral
0d7a7d2d16,"The food here looks amazing! Our dessert is Frozen Grand Marnier Souffle, of course we have to eat @ the bar",The food here looks amazing!,positive
963e4d81e7, I get to go to coffee now  It`s no fun. I hate it too!,I get to go to coffee now  It`s no fun. I hate it too!,negative
b9f3b0da84,kicking back at home,kicking back at home,neutral
40d8340387," I gotta say, I feel bad for everyone in NKorea.  They`re starving, and they have a crazy in charge who endangers them daily.",", I feel bad for everyone in NKorea.",negative
6d2e8a4d40," Yep, I`m more of a facebook person  http://bit.ly/duFAz","Yep, I`m more of a facebook person  http://bit.ly/duFAz",neutral
8eaa91229a, Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen (I can`t spell it),Yeah I know  Things would be so much easier that way. I`m bored the boys are playing tekenen,neutral
0e9cdfd3a0, anything!,anything!,neutral
6936f52eb1,"Done Jack in the Green today, it was good, a killer walking up the West Hill though! Listening to Will and the People","good,",positive
b0df70cda0,deck building buddy missing in action,deck building buddy missing in action,neutral
5fca665174,LOVES that lubbock is wet..its about time..no more strip runs,LOVES,positive
c24609183c,"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream","Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",neutral
ef5b30a027," awh, thats not good,   get better soon!","thats not good,",negative
049a49a27d, been there  sucks like hell.,sucks,negative
733d30d2f7,Haha. It`s pretty good  they`re making something with chicken  yum!,good,positive
d219b7f854, I`m having no luck either  Doing my nut in! Who are you hoping to see?,no luck,negative
911670511d, at least posada had a good ab,had a good ab,positive
efc09251f4,May the 4th be with you! Happy Star Wars Day twirps!  ROFL,Happy Star Wars Day,positive
5e5c116bf5,Well not JUST making dinner making dinner with WET HAIR!,Well not JUST making dinner making dinner with WET HAIR!,neutral
70027ba3e4, HAHA I LOVE THE WAY U PUT IT 'He lifts our feet off the ground spins us around and makes us crazier',LOVE,positive
cc632f7caa,wow i just slept till 2pm..again... good job me,good job me,positive
688e58880b, me and dee mack talking about your baby!  She`s almost all grown up!,She`s almost all grown up!,positive
7f420c3c39, i wanna join the twit Club......,i wanna join,positive
1829720416," actually I meant motorbike. Not much touring, but I commute when possible -- about 90 min. roundtrip so it`s kinda like touring","actually I meant motorbike. Not much touring, but I commute when possible -- about 90 min. roundtrip so it`s kinda like touring",neutral
fa318ab83c,My blackberry is soon approaching her death,death,negative
335402efad,_Johnson: have a good night,good,positive
e3c4e7de07," Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie.","Hi Simon, I`m new to this too - but just thought I`d tell you Jimmy Carr has tweeted that you make the Star Trek movie.",neutral
6240f33053,"_Punk_Robot  wtf.....winter isn`t due til monday, am freezing",wtf.,negative
82555ea474,morning everyone!,morning everyone!,neutral
a4976198c4, gotta play `Off the Wall` first tho,gotta play `Off the Wall` first tho,neutral
c962696af2, You burned yourself too??? So did ! ohh no...  xoxo,You burned yourself too??? So did ! ohh no...  xoxo,negative
45399ec130,Ouch just burned myself making soup for nico...,Ouch just burned myself making soup for nico...,negative
f3b0e2db98,"Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!","Twenty20 cricket, beer and sunshine very good. Well apart from the beer cause i`m on tablets!",positive
0edae5cb22,No `rosie day` today  goal is to leav my house b4 my mom gets here hmmm maybe `rosie day` rescheduled for....wed......,No `rosie day` today  goal is to leav my house b4 my mom gets here hmmm maybe `rosie day` rescheduled for....wed......,neutral
ac7a56d521,Somebody get me out of work tomorrow.,Somebody get me out of work tomorrow.,neutral
ced8b4c31c," Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust","Hey Hey!! I got this custom designed, one of a kind Superfresh T over here with somebodies name on it collecting dust",neutral
34fc124590,"Final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO","Final thought for the day, does deodorant really make your lungs bleed when inhaled constantly? Certain females paranoid about BO",neutral
3bcc340f8a, ooo thanks for the danger radio link  loves it...how did the test go?,ooo thanks for the danger radio link  loves it..,positive
8bdded4924," is a loser;) baha, dude! i`m gonna come & put those pictures on my myspace really quick!",is a loser;,negative
4810d1a2ba,i want so bad to go to the mcfly`s concert  anybody up to go with me?,i want so,positive
b0a8409de9, TY my friend. Yes ur right.... a daughter is a daughter forever.,TY,positive
3caad6313b,"Sighs, well I accidentally clicked back space on my mouse",accidentally,negative
bbc1eae377, oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,oh you and  had free drinks?! thats wasup..Im givin up drinkin for a lil bit,neutral
0d8ce89713,_MCR  yeahh me tOo haha the mine is Mariel  i luv it! and the urs tOo =D  whats ur fav MCR song??,i luv it!,positive
a435e058ae, srry can`t go paintballing tonight  and there are no good movies out,e no good,negative
92f4b8009c,Had a dream I brought  and  to kings island. It was pretty sweet. Bummed they`re in poughkeepsie 24 hours before me,as pretty sweet.,positive
df0a8f7b4e, next time you are around please let me and  know and we will take you for lunch too,next time you are around please let me and  know and we will take you for lunch too,neutral
0c3c3b4831,just finished baking some cinnamon rolls   soooo yummy!,just finished baking some cinnamon rolls   soooo yummy!,positive
e12d2d7e48,No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?,No more spending the day chatting with Steve on the computer   Now what I am I going to do at work?,neutral
c6e33aba8f, http://twitpic.com/4jbba - ohhh someone likes to play with their food.... heehee,likes,positive
2cc3593b94,2 days till birthday! I just hope the weathers good!! And it best be good on thursday and friday! Otherwise il scream! happy b`day keiron,I just hope the weathers good!! And it best be good on thursday and friday!,positive
dcef82fe30,I hate the fact that I`m 4.5 hours away from you tonight and tomorrow we`ll be 1946 miles apart  I wish you were here (,hate,negative
8c83dbd5f2,dangit. LSU w/ a 7-spot in B7 now leads Southern 8-2.  Was intentionally not mentioning anything and it got jinxed anyhow.,Was intentionally not mentioning,negative
7e495e0b38,Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,Listening to `Fountain of youth` by Supastition  http://x.imeem.com/KPEQpG7vUY how ive been feeling about music these days,neutral
7f9127ad33,"Holy ****...Sharapova is taking a beating from an unseeded qualifier...ok, o back to doubles!",beating,negative
522617513c,"Not going to graduation, hubby-to-be not feeling well  so instead, doing more job hunting online!",not feeling well,negative
1e0fefceaf,_tall_blonde   ~~Hello~~~  and thanks for the follow.,nd thank,positive
bb61a7094b,today is a busy day. exhausting!,exhausting!,negative
15d5f3a41b," also bored at school, its my third freelesson( freistunde )","also bored at school, its my third freelesson( freistunde )",neutral
0ffe509e87," CVS is that like a genetic brand?Poor you,my hubby gets bad allergies..no fun!",?Poor,negative
c97639b3e4,"Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&#.. http://tinyurl.com/d7jvop","Zelda Fans!!! pand_i - Zelda: The minnish cap, and a want for more music taste: Zelda = epic  I&#.. http://tinyurl.com/d7jvop",neutral
a3de81e1ba, Hi  how are you doing ???  *just joined twitter...*,Hi  how are you doing ???  *just joined twitter...,neutral
b6ad9e9b07, will you be posting a pic of you H suit?? Pretty please?,will you be posting a pic of you H suit?? Pretty please?,neutral
ba2c264c25, same as I... to bad I`m a programmer only in this company,bad,negative
892119c199,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,MY PUFFFFY IS LEAVINGGGGGGG  NOOOOOOOOO,negative
8d1c8885f4,_booey it doesn`t make up for the pitch,doesn`t make up,negative
d1d7ed938d, - great site.  The photos on it are fantastic.  Will be very useful for my visit to Pembroke (inc Skomer) in June,e fantastic,positive
758072a936, if mom gets paid...,if mom gets paid...,neutral
4da8b3dd3a,I hate that I am so stinkin tired everyday!  It`s so hard to get up...I thought I was supposed to start getting energy back now.,It`s so hard to get up.,negative
7571720779,http://twitpic.com/4wua7 - I can`t wait to see them!,I can`t wait to see them!,positive
f42dd3e732,just thought of a spanish name that she will pretend to be one night out: Ariella Gonzalez. like It? don`t care because i do,because i do,positive
f94a44e36e, One of the fake 'you's followed me. Haha. I so wish it would be you instead!,I so wish it would be you instead!,positive
d99e6abe40,How does this Follow Friday thing work?  I don`t have any real followers,How does this Follow Friday thing work?  I don`t have any real followers,neutral
a5a1b3b23e,My car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,y car is home. Yay! $613.22 Boo!  I`m paying my mom in installments. I gave her $200 today. I so need to win the lottery. :\,neutral
039547e4e8,http://twitpic.com/4wdgr - Yay! I`m a blonde again!! I feel so girly,http://twitpic.com/4wdgr - Yay! I`m a blonde again!! I feel so girly,neutral
5250e0d4ba,"Having a hectic day travelling from PJ to UNITEN, back to PJ. Working now at CC office.",hectic day,negative
9ca1eeb952,I should stop trying to reach ,I should stop trying to reach,neutral
b72c084326, we found a ride,we found a ride,neutral
dbd5568fa7,is at cindy babys house......taking in these last fridays we have together  DR!!! i hope,i hope,positive
a03b7065e3,Writing out to tape.  #48hoursnz,Writing out to tape.  #48hoursnz,neutral
55885b8d56," Me too, because Monday is end of weekend. But, we cannot escape it, so I wish you have a good week",wish,positive
f4ba576eea, ok I just love it when big buff tattoed (preferably Christian)  men strut...fluffy dogs are optional,love,positive
52e07ddeec, Happy Birthday  Hope you enjoyed us singing to you Wednesday <3,Happy Birthday,positive
73d64acc7e,Just banged my bloody foot! ow,banged,negative
19f646f64a, ****! I`m already thinking about all the shows I`m going to have to miss because I`m broke.,all the shows I`m going to have to miss because I`m broke.,negative
9704a523af, Ferns n petals (fnp.in) should help you accomplish that task,help,positive
13452e8985,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,Just finished my 1st new song !!!  Soon on Youtube !  Keeping you updated !,neutral
3963c265fd,I wish I could sleep forever,I wish I could,positive
e3a896ae69,Guess it was too much to hope for me to have a nice relaxing Mothers Day!... Happy Mothers Day mommies,Guess it was too much to hope for me to have a nice relaxing Mothers Day!... Happy Mothers Day mommies,neutral
acdea0cf39,"Just figured out why only strong guys are supposed to put heavy things on top shelves, ouch!",ouch!,negative
467ee583c9," Thanks! I downloaded the trial version of Stuffit, and it worked. Good advice.",Good advice.,positive
a5a7abf194, wow thanks for saying that man! I`d love to illustrate children`s books!,thanks,positive
776f8b4f8f," ooh good!  im starting with the hardest one, gonna be at it all day. ive locked my door and im only leaving for food and toilet! x",good!,positive
c5637a0ed2,Bran!! Watch my video!!!!! please dont make me go stalker status 2nite  http://bit.ly/3Ysav,Bran!! Watch my video!!!!! please dont make me go stalker status 2n,neutral
03e3bc0774,Go to school :/ Reviens ï¿½ 15h30,Go to school :/,neutral
8672a651f6," u dont even need to go to the options, the button is right there (on top right corner)","u dont even need to go to the options, the button is right there (on top right corner)",neutral
e8f48259a8,"Especially hard to get out of bed with myself this morn Cuz I`m hot  , Now running late stuck in front of the mirror checking Myself Out","Especially hard to get out of bed with myself this morn Cuz I`m hot  , Now running late stuck in front of the mirror checking Myself Out",negative
3a58fe626c, really? awesome! we love it...and I work at buckhead church too. I love it all around.,awesome! we love it.,positive
925620087e, i think im just going to wind up going Home and go to bed,i think im just going to wind up going Home and go to bed,neutral
fd0493acff, i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lmao,i miss jack n box  and whataburger  and oooo taco cabanaaaaaa  lm,neutral
2489e8afd3, I might give it another go.,I might give it another go.,positive
ba79d4ecc1,Office til around 6 today. Good day yesterday...I have a BSc now,Good,positive
68927ebd21, ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,ohh yeahh with the showcase he said his artist will be outta town  so keep me posted as to the next one,neutral
e98a5c88b9, oh that sucks  Tell your DH to act like a grown up maybe? I`d be stressed too,sucks,negative
0be333fbc4," Almost, almost.. Thanks on the 'good save' Z!",'good save',positive
19a8720477," Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.","Gain an instant follower, just use the #**** tag in a tweet. WTF? Lesson learned, Summer of Todd to get a new *official* tag.",neutral
d965ea7618,is liking this feeling,is liking this feeling,positive
103d2cb835,errr....I don`t want to go sit in the heat and watch a high school graduation.,heat,negative
72dffbd0ef," I will, n btw happy mothers day sissy","I will, n btw happy mothers day sissy",positive
b2bb12a4fe," wow!  Nice roar, I see good things in your future","wow!  Nice roar, I see good things in your future",positive
b1e13156a4,loves her some worship papers. and had a fantastic day. the Lord is good. and constantly surprises me.,fantastic,positive
c3d46bbb16,never part of these follow fridays,never part of these follow fridays,neutral
99edd4600f,35 hours in the sun=rash,rash,negative
d164f18f71,"All right, time for happy face.",happy,positive
0ea6ebad1a,This is what I have to give a 7 day old baby  poor thing  http://yfrog.com/6pwwlj,poor,negative
2e48426769,Problem with my must do list is: once I write it I usually forget where I`ve placed it...1st thing on my to do list--find my to do list,Problem,negative
c5300f81a0,feelin lonely now after spendin the last 50 hours with my friends,feelin lonely,negative
b605bcf6ec,is working.   I am so happy my job is a radio and not anything physically exhausting....,o happy,positive
6a19d93f3e,Bon Voyage birthday Brother @ Mccarran! cyah again vegas in july. havent slept yet & class @ 1  .. such a fun weekend,fun,positive
02006e6e62,Really wants to buy new clothes,Really wants to buy new clothes,neutral
21de91b845,everyone has left me and gone to bed,everyone has left me,negative
aa23ddd2e3,i wanna see UPPPPPP,i wanna see UPPPPPP,neutral
b5b42a777e, i want u to know i don`t like u hun  j/p u know we go back,i don`t like u,negative
05d9f83c67,"   No, seriously you guys, I /wanted/ to kick Monday off with #starwarswithaddedpants spam.  Really","No, seriously you guys, I /wanted/ to kick Monday off wit",negative
3ce9c6a6f8,"LAPPYTOP BATERRRY DYING,tryingtofind a movieto watch since im staying in.  and goingto my room.","LAPPYTOP BATERRRY DYING,t",negative
3687ff49f9," I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any","I went on a Disney Cruise when I was a kid, but the characters were on strike so there weren`t any",neutral
8db855e309,_storm lucky! I`m still working for another 4 hours!,lucky!,positive
04898b63de,my tv is so boring,boring,negative
dbd1b3b11b, We`ll get hitched when you get here.,We`ll get hitched when you get here.,neutral
52fa3df35b,Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,Watching 'P.S. I love you'. Eating chinese food. What else is there to do when you`re home alone on a Friday night!,neutral
c751e1395c,My my I have never watched so many movies in one night with my mommy,My my I have never watched so many movies in one night with my mommy,neutral
4436f29e11, everything is your fault moxy...everything.   x,fault,negative
2553d377c0,I hate PC,I hate PC,negative
ecf4acd914, go with firefox,go with firefox,neutral
e10765aab8,I almost say 'bless you' to a sneezing cat,bless you',positive
d0ef9db367," Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.","Ha... Totally go for it. You`re a journalism major, so it`s a perfect fit.",positive
bc879a25b0,.....headache,headache,negative
0d5126975a,Just sat down to play a quick hand of poker and won $5k on my first hand with a flush. I`m done for today,won,positive
25c71e1832,"Poor  `s mom just told her she looked like a ****.  The skirt wasn`t THAT short, and it`s 87 degrees out!",looked like a ****.,negative
f782648201,I am the queen of losing things. Important things like keycards and bus passes.,losing,neutral
45782bf305,Was eating a tomato and it squirted all over me.,squirted,negative
82a2025c55,Is on break...I`m so tired,I`m so tired,negative
5e6e577a2f,Ok Twitter - show me what your all about,Ok Twitter - show me what your all about,neutral
59760341f9,Sgt. Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt. Ski....,Sgt. Hughes has bacteria meningitis  so i disinfected our female latrine and im writing an essay on meningitis for Sgt. Ski....,neutral
69a4e7a6f5," Ouch, I`m sorry then",sorry,negative
b99e1476e6,... A kidney stone. Really?? Ugh  http://tinyurl.com/qsw9vq,A kidney stone.,negative
1cf5aaccd2," Iowa is like that sometimes, it gets frustrating.",frustrating.,negative
32bb7b3961,I forgot I moved 100 east...make that 8 hours home.,I forgot I moved 100 east...make that 8 hours home.,neutral
d92eb7fb32,Ugh..  this sucks.,Ugh..  this sucks.,negative
e2946e2769,IS PHONE **** WITH TYSON,IS PHONE **** WITH TYSON,neutral
fa2654e730,Chilliin,Chilliin,positive
2dff366260,Going to shawnee........I hate the long drive there...i just want to get all this paper work over with,I hate the long drive there...,negative
5d1b7cbade,No more Mtn. Dew in mini-fridge.,No more Mtn. Dew in mini-fridge.,neutral
306fb633c9,Cancelling my JavaOne  http://ff.im/3nzTH,Cancelling my JavaOn,negative
3e86e8f21e,_RachineA oh so you said you good-byes and hugs  my dad left around 4 in the morning so I woke up to an empty house i`m pretty scared.,i`m pretty scared.,negative
7fcebf699d,Ben I Love yahh babe <333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,Ben I Love yahh babe <333! i miss you hope to see u tomorrow  Mommy i love  you tomorrow happy mothers day! happy mother day to all moms!,positive
b867a0402f, oof. perhaps it`s time to start a #moronmonday shout-out meme,oof. perhaps it`s time to start a #moronmonday shout-out meme,neutral
91956c5018,Firefly...That`s Nathan Fillion as in ,Firefly...That`s Nathan Fillion as in,neutral
caa8d94c9a,"i feel really sick, and my teeth still hurt.  fml.","i feel really sick, and my teeth still hurt.  fml.",negative
9fa26acb0f,I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,I`ve already been cleaning for over an hour!!! So much more http://twitpic.com/67gzx,neutral
3749900628,Happy Mothers Day to all the mums in my life and those that are not,Happy,positive
7683fc208f, awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!,awwww... I`m sorry! I changed the picture... just for you! Because you rock like that!,neutral
0cd5e03e8b,Doctors with mommy.,Doctors with mommy.,neutral
5f9eca1f54, Yum. Thanks.  Just getting dressed and waiting for my washing to finish so I can hang it up.  I`ll text you when I set off,Yum. Thanks.,positive
57e2ede00c, I know right  but hopefully something comes up though,t hopefully,positive
d2e9eadb57,Ustream replay for Control Your Rankings.  http://www.controlyourrankings.com/launch1/ustream.html,Ustream replay for Control Your Rankings.,neutral
b6d449ddb9,Good Morning Tweeters... Happy Monday!  Grab a big cup of coffee it`s a new week,Happy,positive
5eb5c6cc2c, won`t anyone give poor ernie reyes jr a break?,poor,negative
c2d9c70831,I caaaaan`t sleep.....it`s 3.30am! wahhhh... i wanna cry,cry,negative
e1120cc659, Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`  x,Yeah I replied!! I meant to take a photo of my drink but I was laaazy and didnt`,neutral
c5a47367cc,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,Come join the fun as I through out the first pitch at the Legends game... May 16th @ 7 pm!   http://tinyurl.com/6nkpuz,neutral
b5e14936e1,1st day of work today was a bit tiring but ok lol now onto college work,1st day of work today was a bit tiring but ok lol now onto college work,neutral
c0c9eaa968,"is aching from rugby, good game","is aching from rugby, good game",neutral
92cd56b103,Up earlier because of a stupid orthadontist appointment,stupid,negative
8c06e11a4d,Head hurts bad,hurts,negative
c9d6997a02, wats gooood !! miss yall already,miss yall,negative
3e2e986a68,Im not happy,Im not happy,negative
389a7f5be2,feel like going home and sleep till the next day!,feel like going home and sleep till the next day!,neutral
44932eeb81,Karaoke at a small town bar. Having a wonderful time!,a wonderful time!,positive
